year,selling_price,km_driven,mileage,engine,max_power,torque,max_torque_rpm,year2,m/m,name_BMW,name_Chevrolet,name_Ford,name_Honda,name_Hyundai,name_Mahindra,name_Maruti,name_Nissan,name_Rare,name_Renault,name_Skoda,name_Tata,name_Toyota,name_Volkswagen,fuel_CNG,fuel_Diesel,fuel_LPG,fuel_Petrol,seller_type_Dealer,seller_type_Individual,seller_type_Trustmark Dealer,transmission_Automatic,transmission_Manual,owner_First Owner,owner_Fourth & Above Owner,owner_Second Owner,owner_Test Drive Car,owner_Third Owner,seats_4,seats_5,seats_7,seats_8,seats_Rare
2009,11.931635799828413,48000,17.0,1405,71.0,1323.8977499999999,2500.0,4036081,12.069999999999999,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,1,0,0,1,0,0,1,0,0,0,1,0,0,0
2014,12.936033799212835,72000,18.6,1197,81.83,114.7,4000.0,4056196,15.22038,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,1,1,0,0,0,0,0,1,0,0,0
2015,13.071070083016778,51000,22.0,1197,81.8,113.0,4200.0,4060225,17.996,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,1,1,0,0,0,0,0,1,0,0,0
2017,13.17115354157376,29000,20.89,1197,81.8,113.0,4200.0,4068289,17.08802,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,1,1,0,0,0,0,0,1,0,0,0
2015,12.80765263256463,28000,20.52,1197,81.8,113.0,4200.0,4060225,16.78536,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,1,1,0,0,0,0,0,1,0,0,0
2011,12.834681304952548,97000,25.2,1248,74.0,190.0,2000.0,4044121,18.648,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,1,1,0,0,0,0,0,1,0,0,0
2018,13.547631112808673,59000,28.4,1248,74.02,190.0,2000.0,4072324,21.021679999999996,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,1,1,0,0,0,0,0,1,0,0,0
2019,13.554145793829866,27000,28.4,1248,74.02,190.0,2000.0,4076361,21.021679999999996,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,1,1,0,0,0,0,0,1,0,0,0
2014,13.567049198665774,69000,15.1,2179,140.0,330.0,2800.0,4056196,21.14,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,1,1,0,0,0,0,0,0,1,0,0
2018,13.805460222110773,15000,25.1,1248,88.5,200.0,1750.0,4072324,22.213500000000003,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,1,1,0,0,0,0,0,1,0,0,0
2019,13.592367006650065,35700,28.4,1248,74.02,190.0,2000.0,4076361,21.021679999999996,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,1,1,0,0,0,0,0,1,0,0,0
2012,12.765688433465597,120000,22.32,1582,126.32,259.8,2750.0,4048144,28.194624,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,1,0,0,0,0,1,0,1,0,0,0
2013,12.691580461311874,120000,22.07,1199,73.9,180.0,2000.0,4052169,16.309730000000002,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,1,0,0,1,1,0,0,0,0,0,1,0,0,0
2013,12.793859310432293,80000,22.07,1199,73.9,180.0,2000.0,4052169,16.309730000000002,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,1,0,0,1,1,0,0,0,0,0,1,0,0,0
2010,11.904967552746252,120000,20.92,998,67.1,90.0,3500.0,4040100,14.037320000000001,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,1,1,0,0,0,0,0,1,0,0,0
2017,13.415032991367148,36000,27.39,1248,74.0,190.0,2000.0,4068289,20.268600000000003,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,1,1,0,0,0,0,0,1,0,0,0
2014,12.973861048897579,120000,23.59,1364,67.04,170.0,2400.0,4056196,15.814736000000002,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,1,0,0,1,1,0,0,0,0,0,1,0,0,0
2017,12.468436909997665,9000,16.8,796,34.2,59.0,2500.0,4068289,5.7456000000000005,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,1,1,0,0,0,0,0,0,0,1,0
2012,11.156250521031495,50000,25.4,624,37.48,51.0,500.0,4048144,9.519919999999999,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,1,0,0,1,0,0,1,0,0,1,0,0,0,0
2019,12.611537753638338,35000,23.01,999,67.0,91.0,4250.0,4076361,15.416699999999999,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,1,0,0,1,1,0,0,0,0,0,1,0,0,0
2011,11.918390573078392,130000,14.0,2498,112.0,2549.729,2200.0,4044121,15.68,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,1,0,0,1,0,0,0,0,1,0,0
2010,12.468436909997665,70000,20.0,1399,68.0,160.0,2000.0,4040100,13.6,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,1,1,0,0,0,0,0,1,0,0,0
2012,12.676076274775909,90000,19.3,1248,73.9,190.0,2000.0,4048144,14.262700000000002,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,1,0,0,0,0,1,0,1,0,0,0
2018,13.458835614025542,35000,17.0,1198,108.5,170.0,4000.0,4072324,18.445,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,1,0,0,1,1,0,0,0,0,0,1,0,0,0
2012,12.936033799212835,80000,16.47,1198,73.9,110.0,3750.0,4048144,12.171330000000001,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,1,0,0,1,1,0,0,0,0,0,1,0,0,0
2008,12.468436909997665,120000,17.8,1248,75.0,190.0,2000.0,4032064,13.350000000000001,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,1,0,0,1,0,0,0,1,0,0,0
2015,13.151922179645874,30000,17.71,1197,78.9,104.0,3100.0,4060225,13.973190000000002,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,1,0,0,1,1,0,0,0,0,0,1,0,0,0
2016,13.597353304379235,60000,23.9,1582,126.2,259.9,2750.0,4064256,30.161800000000003,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,1,1,0,0,0,0,0,1,0,0,0
2007,12.524526376648708,200000,16.6,1896,122.4,21.4,1900.0,4028049,20.318400000000004,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,1,0,0,1,0,0,1,0,0,0,1,0,0,0
2017,13.74723171721098,101000,22.77,1498,98.59,205.0,3250.0,4068289,22.448943,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,1,1,0,0,0,0,0,1,0,0,0
2007,12.254862809699606,110000,17.8,1399,68.0,16.3,2000.0,4028049,12.104000000000001,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,1,1,0,0,0,0,0,1,0,0,0
2014,13.864300722133706,136000,12.99,2494,100.6,200.0,3400.0,4056196,13.067939999999998,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,1,0,0,1,0,0,0,0,1,0,0,0,1,0
2011,13.38472764187182,250000,14.8,2499,80.0,19.0,1800.0,4044121,11.840000000000002,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,1,0,0,1,0,0,0,0,1,0,0
2012,13.217673557208654,74000,17.3,1998,163.7,380.0,2000.0,4048144,28.3201,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,1,0,1,0,0,0,0,1,0,0,0
2010,12.560244459250788,265000,14.8,2499,80.0,19.0,1800.0,4040100,11.840000000000002,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,1,0,1,0,0,0,0,0,0,0,1
2015,13.458835614025542,22700,18.7,1199,88.7,110.0,4800.0,4060225,16.5869,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,1,1,0,0,0,0,0,1,0,0,0
2011,12.429216196844383,36000,15.37,1196,73.0,101.0,3000.0,4044121,11.2201,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,1,0,0,1,0,0,0,1,0,0,0
2015,13.262125319779487,57000,26.59,1248,74.0,190.0,2000.0,4060225,19.6766,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,1,0,0,1,0,0,0,1,0,0,0
2018,13.199324418540456,33000,27.28,1047,69.0,140.0,3000.0,4072324,18.8232,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,1,0,0,1,1,0,0,0,0,0,1,0,0,0
2012,13.235692062711331,59000,16.02,1373,93.7,130.0,4000.0,4048144,15.01074,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,1,1,0,0,0,0,0,0,1,0,0
2012,12.84792653170257,200000,20.54,1598,103.6,250.0,2500.0,4048144,21.279439999999997,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,1,0,0,1,1,0,0,0,0,0,1,0,0,0
2011,12.388394202324129,80000,15.6,1196,70.0,102.0,4000.0,4044121,10.92,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,1,0,0,1,0,0,0,1,0,0,0
2012,12.611537753638338,70000,13.2,995,60.2,90.3,4200.0,4048144,7.9464,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,1,1,0,0,0,0,0,1,0,0,0
2018,12.542544882151386,50000,22.7,799,53.64,72.0,4386.0,4072324,12.176279999999998,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,1,0,0,1,1,0,0,0,0,0,1,0,0,0
2011,12.765688433465597,118000,21.1,1248,73.9,113.0,4500.0,4044121,15.5929,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,1,0,0,1,0,0,0,1,0,0,0
2014,11.608235644774552,250000,19.1,1405,70.0,135.4,2500.0,4056196,13.370000000000001,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,1,0,0,1,0,0,1,0,0,0,1,0,0,0
2018,13.795307850646754,20000,21.5,1497,108.5,260.0,2750.0,4072324,23.327499999999997,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,1,0,0,1,1,0,0,0,0,0,1,0,0,0
2018,13.7850503195512,21871,21.5,1497,108.5,260.0,2750.0,4072324,23.327499999999997,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,1,0,0,1,1,0,0,0,0,0,1,0,0,0
2016,12.785491060761776,120000,25.32,1198,77.0,190.0,2250.0,4064256,19.4964,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,1,1,0,0,0,0,0,0,0,0,1
2014,12.542544882151386,100000,19.1,1405,70.0,135.4,2500.0,4056196,13.370000000000001,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,1,0,0,1,1,0,0,0,0,0,1,0,0,0
2012,12.971540487669746,50000,15.96,2523,62.1,195.0,2200.0,4048144,9.91116,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,1,1,0,0,0,0,0,0,1,0,0
2014,12.287652632522597,50000,19.369999999999997,1248,81.86,160.0,3000.0,4056196,15.856281999999998,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,1,1,0,0,0,0,0,1,0,0,0
2015,12.429216196844383,70000,22.74,796,47.3,69.0,3500.0,4060225,10.756019999999998,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,1,1,0,0,0,0,0,1,0,0,0
2018,13.122363377404328,25000,23.84,1199,84.0,114.0,3500.0,4072324,20.025599999999997,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,1,0,0,1,1,0,0,0,0,0,1,0,0,0
2017,12.66349749256905,25000,24.7,796,47.3,69.0,3500.0,4068289,11.6831,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,1,1,0,0,0,0,0,1,0,0,0
2018,12.765688433465597,50000,24.7,796,47.3,69.0,3500.0,4072324,11.6831,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,1,1,0,0,0,0,0,1,0,0,0
2018,13.764217263576723,14000,21.5,1497,108.5,260.0,2750.0,4072324,23.327499999999997,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,1,0,0,1,1,0,0,0,0,0,1,0,0,0
2013,13.071070083016778,76000,15.96,2523,62.1,195.0,2200.0,4052169,9.91116,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,1,1,0,0,0,0,0,0,1,0,0
2020,14.978661367769956,3000,15.04,2755,174.5,450.0,2400.0,4080400,26.244799999999998,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,1,0,1,0,1,0,0,0,0,0,0,1,0,0
2016,13.304684934198283,139000,18.49,1493,100.0,240.0,2800.0,4064256,18.49,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,1,1,0,0,0,0,0,0,1,0,0
2014,12.971540487669746,100000,15.04,1598,103.2,153.0,3800.0,4056196,15.521279999999999,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,1,0,0,1,1,0,0,0,0,0,1,0,0,0
2015,13.779883380321124,60000,19.67,1582,126.2,259.9,2750.0,4060225,24.82354,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,1,1,0,0,0,0,0,1,0,0,0
2013,13.458835614025542,37659,20.77,1248,88.8,200.0,1750.0,4052169,18.443759999999997,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,1,1,0,0,0,0,0,0,1,0,0
2012,12.429216196844383,89000,23.2,1248,73.94,190.0,2000.0,4048144,17.154079999999997,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,1,0,0,1,0,0,0,1,0,0,0
2018,13.122363377404328,5000,23.84,1199,84.0,114.0,3500.0,4072324,20.025599999999997,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,1,0,1,0,1,0,0,0,0,0,1,0,0,0
2013,12.948009990259552,21000,18.9,1197,81.86,113.75,4000.0,4052169,15.47154,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,1,1,0,0,0,0,0,1,0,0,0
2017,12.577636201962656,10000,23.95,998,67.05,90.0,3500.0,4068289,16.058474999999998,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,1,0,0,1,0,0,0,1,0,0,0
2017,13.527828485512494,30000,28.4,1248,74.02,190.0,2000.0,4068289,21.021679999999996,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,1,1,0,0,0,0,0,1,0,0,0
2015,12.611537753638338,19800,15.37,1196,73.0,101.0,3000.0,4060225,11.2201,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,1,1,0,0,0,0,0,0,1,0,0
2011,12.429216196844383,90000,21.1,1248,73.9,113.0,4500.0,4044121,15.5929,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,1,0,0,0,0,1,0,1,0,0,0
2007,11.512925464970229,80000,17.3,1061,64.0,8.6,3500.0,4028049,11.072000000000001,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,1,0,0,1,0,0,0,1,0,0,0
2013,13.217673557208654,120000,20.77,1248,88.76,200.0,1750.0,4052169,18.435451999999998,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,1,0,0,0,0,1,0,0,1,0,0
2012,12.739637756265655,120000,19.3,1248,73.9,190.0,2000.0,4048144,14.262700000000002,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,1,1,0,0,0,0,0,1,0,0,0
2017,13.304684934198283,50000,24.0,1186,73.97,190.24,2250.0,4068289,17.752799999999997,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,1,1,0,0,0,0,0,1,0,0,0
2014,13.38472764187182,167000,25.1,1498,98.6,200.0,1750.0,4056196,24.7486,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,1,1,0,0,0,0,0,1,0,0,0
2008,11.232245487201833,80000,16.0,995,63.0,90.3,4200.0,4032064,10.08,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,1,1,0,0,0,0,0,1,0,0,0
2014,13.122363377404328,17000,18.6,1197,81.83,114.7,4000.0,4056196,15.22038,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,1,1,0,0,0,0,0,1,0,0,0
2015,13.071070083016778,60000,25.2,1248,74.0,190.0,2000.0,4060225,18.648,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,1,1,0,0,0,0,0,1,0,0,0
2006,11.082142548877775,198000,18.9,998,67.1,90.0,3500.0,4024036,12.681899999999999,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,1,0,0,1,0,0,0,1,0,0,0
2015,12.959844447906553,60000,24.4,1120,71.0,180.4,2500.0,4060225,17.323999999999998,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,1,1,0,0,0,0,0,1,0,0,0
2011,11.918390573078392,40000,18.0,995,62.0,90.3,4200.0,4044121,11.16,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,1,0,0,1,0,0,0,1,0,0,0
2011,12.323855681186558,90000,19.7,796,46.3,62.0,3000.0,4044121,9.121099999999998,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,1,1,0,0,0,0,0,1,0,0,0
2010,12.154779351142624,80000,19.7,796,46.3,62.0,3000.0,4040100,9.121099999999998,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,1,1,0,0,0,0,0,1,0,0,0
2003,11.512925464970229,164000,19.7,796,46.3,62.0,3000.0,4012009,9.121099999999998,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,1,0,0,0,0,1,0,1,0,0,0
2011,12.89921982609012,70000,13.6,2523,63.0,1765.197,1500.0,4044121,8.568,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,1,0,0,1,0,0,0,0,1,0,0
2016,14.115615150414612,74000,13.7,1997,153.86,190.0,4300.0,4064256,21.07882,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,1,0,1,0,0,0,0,0,1,0,0,0
2017,13.7850503195512,26500,17.6,2179,147.94,320.0,3000.0,4068289,26.03744,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,1,0,0,0,1,1,0,0,0,0,0,0,1,0,0
2016,13.071070083016778,45629,18.9,1197,81.86,113.75,4000.0,4064256,15.47154,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,1,0,1,0,0,0,0,0,1,0,0,0
2019,13.933293593620657,3500,18.15,998,118.35,171.6,4000.0,4076361,21.480524999999997,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,1,0,1,0,0,0,0,0,1,0,0,0
2019,13.514405465180353,35000,16.5,1493,70.0,195.0,2200.0,4076361,11.55,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,1,1,0,0,0,0,0,0,1,0,0
2018,12.89921982609012,15000,18.15,1198,82.0,115.0,3600.0,4072324,14.883,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,1,1,0,0,0,0,0,0,0,0,1
2018,12.971540487669746,14000,20.51,998,67.04,90.0,3500.0,4072324,13.749904000000003,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,1,1,0,0,0,0,0,1,0,0,0
2019,13.939496537745265,20000,17.0,1197,110.0,200.0,3500.0,4076361,18.7,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,1,1,0,0,0,0,0,1,0,0,0
2017,12.771386454580234,68850,18.9,998,67.1,90.0,3500.0,4068289,12.681899999999999,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,1,1,0,0,0,0,0,1,0,0,0
2016,12.441140815132677,45775,23.84,1199,84.0,114.0,3500.0,4064256,20.025599999999997,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,1,0,0,0,1,1,0,0,0,0,0,1,0,0,0
2012,11.289781913656018,70000,16.2,995,62.1,90.3,4200.0,4048144,10.0602,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,1,0,0,1,0,0,0,1,0,0,0
2015,12.65395846952229,68203,21.79,998,67.05,90.0,3500.0,4060225,14.610194999999997,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,1,1,0,0,0,0,0,1,0,0,0
2014,12.84792653170257,30000,18.9,1197,81.86,113.75,4000.0,4056196,15.47154,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,1,0,0,1,0,0,0,1,0,0,0
2018,12.765688433465597,25000,25.17,799,53.3,72.0,4386.0,4072324,13.415610000000001,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,1,0,0,1,1,0,0,0,0,0,1,0,0,0
2016,13.304684934198283,90000,19.87,1461,83.8,200.0,1750.0,4064256,16.65106,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,1,0,0,1,0,0,1,0,0,0,1,0,0,0
2008,11.982929094215963,70000,19.7,796,35.0,6.1,3000.0,4032064,6.895,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,1,0,1,0,0,0,0,0,0,1,0
2008,11.736069016284437,70000,19.369999999999997,1248,81.86,160.0,3000.0,4032064,15.856281999999998,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,1,0,1,0,0,0,0,1,0,0,0
2014,12.577636201962656,31000,20.36,1197,78.9,111.8,4000.0,4056196,16.06404,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,1,1,0,0,0,0,0,1,0,0,0
2014,13.38472764187182,70000,15.4,2179,120.0,280.0,2800.0,4056196,18.48,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,1,1,0,0,0,0,0,0,1,0,0
2015,12.84792653170257,20000,21.94,1196,61.7,85.0,3000.0,4060225,13.536980000000002,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,1,1,0,0,0,0,0,1,0,0,0
2008,11.225243392518447,29000,16.1,796,37.0,59.0,2500.0,4032064,5.957000000000001,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,1,1,0,0,0,0,1,0,0,0,0
2012,11.790557201568507,82507,13.93,2179,138.03,320.0,2700.0,4048144,19.227579,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,1,0,0,0,1,1,0,0,0,0,0,0,1,0,0
2010,11.608235644774552,60000,18.6,1199,79.4,108.0,4400.0,4040100,14.768400000000002,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,1,0,0,1,0,0,0,1,0,0,0
2018,12.873902018105829,10000,23.95,998,67.05,90.0,3500.0,4072324,16.058474999999998,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,1,1,0,0,0,0,0,1,0,0,0
2004,11.156250521031495,70000,19.369999999999997,1248,81.86,160.0,3000.0,4016016,15.856281999999998,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,1,0,0,1,0,0,0,1,0,0,0
2008,11.156250521031495,59400,16.1,796,37.0,59.0,2500.0,4032064,5.957000000000001,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,1,0,1,0,0,0,1,0,0,0,0
2017,14.038654109278484,56800,12.4,2499,134.0,320.0,2800.0,4068289,16.616,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,1,0,0,1,1,0,0,0,0,0,1,0,0,0
2014,14.22097566607244,60000,16.55,1968,147.51,320.0,2500.0,4056196,24.412905000000002,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,1,0,1,0,1,0,0,0,0,0,1,0,0,0
2019,13.955272500339433,2286,18.15,998,118.35,171.6,4000.0,4076361,21.480524999999997,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,1,0,1,0,0,0,0,0,1,0,0,0
2018,13.39239051461739,15732,22.0,1197,81.8,113.0,4200.0,4072324,17.996,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,1,0,0,1,0,1,0,0,0,0,0,1,0,0,0
2019,13.698976741708323,13000,18.06,2523,63.0,182.5,1800.0,4076361,11.377799999999999,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,1,1,0,0,0,0,0,0,1,0,0
2018,13.17115354157376,33000,20.89,1197,81.8,113.0,4200.0,4072324,17.08802,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,1,1,0,0,0,0,0,1,0,0,0
2017,13.422467969854667,49523,17.0,1497,118.0,1431.7709,4800.0,4068289,20.06,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,1,1,0,0,0,0,0,1,0,0,0
2018,13.521139497361697,48000,24.3,1248,88.5,200.0,1750.0,4072324,21.5055,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,1,1,0,0,0,0,0,1,0,0,0
2018,13.635187003832993,17000,24.3,1248,88.5,200.0,1750.0,4072324,21.5055,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,1,1,0,0,0,0,0,1,0,0,0
2018,13.493926933836812,36521,24.3,1248,88.5,200.0,1750.0,4072324,21.5055,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,1,1,0,0,0,0,0,1,0,0,0
2017,13.337474757021274,90000,22.0,1197,81.8,113.0,4200.0,4068289,17.996,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,1,1,0,0,0,0,0,1,0,0,0
1998,10.968198289528557,80000,17.3,993,60.0,78.0,4500.0,3992004,10.38,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,1,0,0,0,0,1,0,1,0,0,0
2017,12.765688433465597,35000,25.17,799,53.3,72.0,4386.0,4068289,13.415610000000001,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,1,0,0,1,0,0,1,0,0,0,1,0,0,0
